HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Answer.summary,Approve,Reject,videoname
3ACRLU860NLR10HOD2HOUMGGIQAEBD,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3VHHR074H4OKSEMK79XDQZFOQ7I7LE,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 11:21:07 PDT 2015,Fri Jun 12 11:42:48 PDT 2015,Mon Jun 15 11:42:48 PDT 2015,Mon Jun 15 07:33:59 PDT 2015,,,1301,100% (25/25),100% (25/25),100% (25/25),7shLqWm_KgQ,"So, with the adoption of technology, we now see this new liquidus online community that consist of anyone anywhere at anytime really, so you have this group of people, and you this new sort of meta-cognition where you never had a group this large before with millions of people online there, and they are all talking to each other instantaneously, and there trying to make each other laugh, and get each other's attention, and just share everything. So, its interesting to see what actually comes up, what becomes the most well known, the most zillion thoughts in these sorts of groups. It gets kind of interesting to see you know sometimes there is this one sort of thing that anyone has stuck, there's another sort of thing, its kind of different categories that you see that they fall into. New things where people participate for instance like the recent Facebook ice bucket challenge. Uhh you view things simply images that people share with their friends over and over again, you see very often the simple form of just an image to text that is just so ambiguous that it can be seen everywhere, and also its online communities. So, I think now is interesting to see what sort of content arises the top, what sort of new content gets created, gets adopted the most, and what sort of uhh communities adopt what sort of content and whose connected to who. There's a lot of research going on now about connectivity in things like Facebook, and seeing social networks where I think that its now important to see  who is actually talking to who, and who spends with who. That's all the social network derive from the real world, the offline world. Its interesting to see what sort of people kind of connect with a lot of other people once we get online. I guess you must have also seen this with things like, like dating websites which really are becoming like really popular now. You see that large amounts of people go online, and now you are not restricted by simple who you know and who is around who you interact with. You have this access to everyone else who also decided, hey let's try this and its interesting to see what works.",,,17.2
3GVPRXWRPH1GFTGKW4VZAZSCRTPI73,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3483FV8BEFQVNSM7ETAG5PGJPTM62Y,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 21:14:08 PDT 2015,Thu Jun 11 21:40:19 PDT 2015,Sun Jun 14 21:40:19 PDT 2015,2015-06-15 04:41:43 UTC,,,1571,100% (25/25),100% (25/25),100% (25/25),HSirY7gtAFU,"One of my favorite hobby is park war. You haven't heard of it. Its those crazy you tube videos of people jumping from building to building you know. That's kind of a public image of. But, that's not really what it is. That's not really actually what it was meant to be. Uhh park war is the idea of getting through an area using your own motion in as sufficient manner as possible. This maybe something that you do natural, maybe something that you really have to work on. Different people have different original abilities, and things like high and building everything also affects things, which is why its actually hard to make something where you can just show off, or compete against other people, because there are so many factors that are just based on your body type. But, its a really fun activity. Originally, I used to do more weights and running and things like that, but once I started doing park war, all those started to seem rather boring. You're just doing the same thing over and over again, and with park war, there's all kinds of new stuff constantly going on. There's different kinds of abilities, there is things like walking on a force, there is climbing over obstacles, or vaulting over obstacles, there is even running up walls. All these fun stuff is balancing and running, and its always different. Your surroundings are always changing at the place where I practice this. There is all this different things going out and they change it from time to time. So that even if you get used to going up a wall or you get used to taking particular route of an area, eventually they're gonna switch it up, and now you've gotta figure things out again. So, there's all this improvisation. You'll have a lot of option. There is a lot of different ways you can jump on things, or get through things, you may go above, you may go below, you may go around,  all kinds of different stuff. So, its a very creative sort of activity, its a fun creative way of exercising, and its something that I think a lot of people don't really understand about it is that its not to competitive like I said before, and another nice thing about it is that you don't have anything but yourself when you're moving around. So, if you're doing something like skateboarding or skiing, you have these tools that you are using to get around. Not only does that mean you have to purchase these things or rent them before you can actually do anything, but it means that things may go wrong just because one of these things fails or you  don't really understand how to use them all. So for example on skateboard, you may misjudge something and it slips out from under you or there is weird bump in the road that you did't see. With park war, its just you, its your hands and your feet, and as you move through things you can feel where you are going, you can decide how hard or easy you wanna make your path. You can decide what your limitations are, and if you feel like surpassing them or you just feel like kind of playing around in the area, and that's really a park war.",,,18.2
3AQN9REUTFNIM2WZRZKOWFWW3NQYDI,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3DI28L7YXBLSBMXQ17T0CUYREOF1EM,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 10:43:44 PDT 2015,Fri Jun 12 11:19:51 PDT 2015,Mon Jun 15 11:19:51 PDT 2015,Mon Jun 15 07:35:04 PDT 2015,,,2167,100% (25/25),100% (25/25),100% (25/25),IhTqueoV52c,"Alright, before I start this speech, I wanted to give a disclaimer that I am not sucking up, because this kinda makes me fear when it's run by Computer Science Professors, and I may have them in the future. Umm, but my favorite class by far in the three weeks that I have been on campus, has been Computer Science, and there's a couple of reasons for that. So, well I have programs uhh in the past, I umm, I am an intra-course here, but that is fine for me, because while I am reviewing some things, its so much fun for me especially to do the homework and to do the labs for Computer Science class.Because, uhh for me the ability to create something out of nothing, umm as abstract as that sounds, to be able to just type, to be able to type and create a seemingly relevant uhh words and symbols, and to create something of visual display, an application, a equation, and doing something with that is amazing for me, and it will never be stop amazing uhh even if I am a software developer for the next 60 years, I am pretty sure I will go to work everyday, and be amazed by that. So, what like, for example, umm the first lab we did you know we're taking Hello Worlds, and taking umm input from the users and plugging in your equation, but very simple things that should have, it should have taken like 20 minutes halved, but I ended up going in the library at like one in the afternoon, and I came out at like six'o clock, because I just got so into it, and there is like 10% e-way umm for labs where you can go above and beyond, you can get 10% actual creativity points, and I kinda took that way too far and I had this whole like text base inventor where you're literally just trying to make an equation, and you set plug into numbers, but its a whole adventure, and I love the fact that I can do that and that's something that I don't think can be offered in other fields like Biology, or umm Mechanical Engineering. You can't take, you can't take it above and beyond and create something, because you actually have to use there is physical impulse there, and you can't just go crazy, and that's the thing you can do with electronics and with computers that is so amazing for me. And, on the topic, another thing I'd like to do in my spare time which isn't exactly for my class, but as a side ten-gen, I love to create create video games and develop them, and that's, that's another thing where you can create a whole world, you can create powers, you can create adventures, you can create anything you want. It's all limited by what you can imagine, and that's something which is amazing for me, and that's why I love to do that. I love to make games that are in, that are in a zombie apocalypse, or good evil times, because that is something that we can can't do in real life, and we can do through computers. So I will be in it forever ever for that, and I will keep up with my CS class.",,,19.1
363A7XIFV4T3K1YI2E62ZFKW03RVA4,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3R8YZBNQ9IPVJB2XZE597LEI0H4Q7T,AX9ZQVZSSHIMX,Approved,Mon Jun 15 00:38:26 PDT 2015,Mon Jun 15 01:03:18 PDT 2015,Thu Jun 18 01:03:18 PDT 2015,Mon Jun 15 07:22:18 PDT 2015,,,1492,100% (2/2),100% (2/2),100% (1/1),kd3xkbme8gE," I have a past-time that I, I don't readily admit to people I've just met or certainly people in college that I've met within the past couple weeks. So I have to come clean and that past-time is to play board games. And I'm not talking about, you know, your Monopoly, your Risk, or your Scrabble um, but more of these crazy European board games that cost a hundred dollars and have ten pounds of wooden components in them and they sprawl across a ten person table. Um, and these board games they require strategy they require competition, um, collaboration, uh anticipation, seeing what everyone else is going to do, what the game is going to do, and they widely vary they can be from genres future to to stone age to modern day anything, and while I love um computer games I love being able to play Super Smash Bros or Cow Lady with friends, it offers that same peer interaction, it doesn't offer than face to face value that can be gained from a tabletop game. One game um in particular that comes to mind it's it's called Robinson Crusoe Adventure on Cursed Island and in this game you're with 3 other people and you're all stranded on different parts of the island , say one person has a stick, another person has a stone, another person found a banana grove, and you need to meet up while while working together while trying to not die obviously on the island you need to meet up, you need to build shelter, you need to survive, you need to create a raft and escape the island and while that sounds crazy, like all that is fit into a board game. A board game where you have to work with, work with your peers and learn from your peers and I think that's extremely valuable. And the reason I actually got into this in the first place was because of a teacher in sixth grade, um he invited me over to his house which is kind of a weird thing for a sixth grade teacher to um play board games with him and some of his friends and I was like OK, I I like this class so sure I'll go over. And what that, what I've learned as the years progress and I play with different people, not only my friends but like I said adults, and with this whole wide range of people, it brings you together in a way that it's not awkward to sit at a table for hours with another, with people you don't know at all. You learn so much about other people, how they think, and how they interact, and that's why I think board games are infinitely valuable, and I'll continue to play video games, I'll continue to love electronics, but I also need that interaction that can't be offered. And, as a final note, I will say that I brought some to college but I've not told my roommate or any of my hallmates about them yet. I just gotta find the right group and hopefully I'll do that by the end of the semester.",,,19.2
31KPKEKW4AKSAA2U5VI99XECOPZB0N,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3V0Z7YWSIZ7G2I18F1IOHHWI6SVV28,A1FGKIKJYSL1MI,Approved,Sun Jun 14 10:24:33 PDT 2015,Sun Jun 14 10:49:14 PDT 2015,Wed Jun 17 10:49:14 PDT 2015,Mon Jun 15 07:10:13 PDT 2015,,,1481,100% (13/13),100% (13/13),100% (12/12),1_0txubpUtk,"When I watch TV, I'm going to be blatantly honest, I set it aside as a time completely devoid of any thought, any productive movements [laughter], anything at all. I I guess I don't quite understand when people watch documentaries or they watch History Channel and they learn things from television? Like I I understand using media as a learning outlet. I will sit in library and watch a forty minute um special on the Trojan War. Then I can learn from that. But I like to divide my time between entertainment and productivity. With a very very clear divisor. And the way I do it in college, I will sit in library for five hours straight and I will do all my work. But when I get back to my dorm at eleven? I don't think about, I I will not do work in my dorm. And one of the things I like to do while in my dorm, hum, my entertainment station, is is obviously Netflix. I love to binge binge watch Netflix. Like I I get made fun of this, made fun of for this but I have like an Ipad stand that arches over my bed, and it's set up and everything, I like special Netflix pillow and I get in my station and it's great. If I could pick one TV series in particularly, um that I could pick right now, it would be It's Always Sunny in Philadelphia? Which, it's like you know your standard comedy slapstick show, I mean, I like there's Big Bang, there's Two and Half Men, there's Friends, the classics. And that's great. But the one I can talk about right now because I'm like four seasons in after a matter of about three weeks, because I've been binge watching , is It's Always Sunny in Philadelphia. And the reason I love this show is not because it gives me any morals whatsoever. It gives me like the opposite of morals. Um because the cast is a, they're a crew of narcissists, hypocrites, um lazy people and um they own a bar together.  And and it's completely improbable. These people cannot cannot co-exist in the real world. But their interactions um within their bar, within their various scenes, um they're hilarious. Um they offer me just pure comedic value, nothing that I can take anything out of and think about like deeply the next day. But but I value the comedic value just as much. Just yesterday I was watching watching it at like two-thirty in the morning.  And I actually woke up my roommate because I laughing so hard. And and I felt terrible, I apologized the next day [laughter] and I had to like laugh into a blanket, but um that's what I like to take out of a TV show. And that's why I watch media, it's to laugh and it's to to gain happiness, in the simplest sense.",,,19.3
306996CF6WRSHZNC1EM9N2XMTH5B1Q,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3OLF68YTNA8GBOAMS16Z5DCUUKNAFQ,A2J5DN5UMU0A3Z,Approved,Fri Jun 12 16:59:36 PDT 2015,Fri Jun 12 17:31:47 PDT 2015,Mon Jun 15 17:31:47 PDT 2015,Mon Jun 15 07:07:02 PDT 2015,,,1931,100% (25/25),100% (25/25),100% (25/25),Db_5nMkJLhA,"Okay, hi there. First, I am gonna be talking about my favorite TV show. I really like the show Nashville, it airs on ABC, and the third season is about to premiere next Wednesday. So, a little background about the show. Umm the show is set in National Tennessee, which is the capital of the Country Music, and it follows the lives of two women;  Juliette Barnes and Rayna Jaymes. So, Juliette is the equivalent of Taylor Swift. She is the younger hot teen sensation who is very glaring and glamorous whereas Rayna Jaymes is very, she is the queen of Country Music. She is the equivalent of Dolly Parton or Carrie Underwood, and they frequently have to work together, and you see the clash of old world versus new world, versus tradition versus you know new innovation and things like that. Umm my favorite part about the show is that it also has small stories of other you know waitresses, sales clerks, these women who are trying to become big country sensations, and it follows there movement as they speak to agents, they go to auditions. So, I really like that show, because of all the different ways that approaches Country Music, and I think its one of the first shows to really talk about what happens behind the scenes for Country Music. We see Country Music Awards, we see Tim McGraw, and all these huge artists, but there hasn't been a reality TV show or even just a drama show to talk about the behind the scenes, and I love Country Music, so I love seeing that, and the style of the filming is very nostalgic and traditional. So, its not like too intense, its not very suspenseful, its very easy going. I like watching it when I do the dishes or when I am doing my nails. So, its a good show to have. I mean, its a feel good show. There's always live music in it and since I love Country Music, why wouldn't I like that? and I also uhh, I also like the sporadic filming. Its weird, because it goes in and out the way its filmed which is a little different, and you're always following multiple stories at once. So, you have to keep track of Rayna is doing this, and Juliette is doing that, and then Deacon, and then Scarlett, but its fun because its kinda like real life. So, that's my favorite show uhh Nashville. I am really excited for the season premiere next Wednesday. Rayna has to decide between two people who just proposed to her. So, its super dramatic and  we're all waiting for the response, and I am hoping that season 3, uhh season premiere will tell us Rayna's choice and her husband.",,,20.1
3H1C3QRA01QAB59UR2DJ56MY0BAECK,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3DPNQGW4LMM5Q61UI7T4Y4DH96U462,A4TE7LF9CEVGA,Approved,Thu Jun 11 14:09:35 PDT 2015,Thu Jun 11 14:32:21 PDT 2015,Sun Jun 14 14:32:21 PDT 2015,2015-06-14 21:36:43 UTC,,,1366,100% (5/5),100% (5/5),100% (5/5),8fdaUThpiYI,"Alright, the second topic I am going to talk about oh I'm sorry should I start. I am going to talk about yoga I began doing yoga exactly two years ago this fall. I started when my mother convinced me to go to some classes uh at this place called the hot yoga studio. It's about a mile from my house so I can either bike there, walk there, or it's a two-minute car ride. So it's really convenient for me to go and she also got me the unlimited student pack package where I could go as many times as I want and since I am really, really cheap I thought I have to get my money's worth my mom already paid for it. So, I began going even though I didn't like yoga. So first you go in and it's very quiet. I judged a lot of the people that were there you know as this stereotypical yogi hippie people and there were times I actually took my friends and we would sit in the back and make fun of the people. It's very mean but it ended that was how I started and I was very skeptical about what yoga is I didn't want to do it but I was there because my mom had paid for it. So, after two or three weeks I actually began to really follow along with the movements before when it got to hard I would just sit on sit down and watch everyone else but I would continue doing the poses and I found myself getting stronger. When you do uh vin yosa flows which are a sequence of events that you do over and over again it actually is very strength developing its a lot having to do with your upper body and core strength and I found myself being able to you know carry large things  from up above on on my head for a long time like a box or something and I found that my muscle development was really accelerated. So, I started going and actually taking it seriously as an athletic endeavor, endeavor as opposed to something to do to relax and meditate. So, I began joining classes like bar classes which has to do with um cardio infused with yoga and then more like core power classes and at one point I was going every single day to a very intense immediate or expert level yoga class. I did that for about four months and I became extremely fit my lifestyle changed it was about going to yoga now. Not the other way around and my eating habits changed because I noticed how certain foods would make my energy lower after I would come back from yoga. So, it really changed my lifestyle and I continue to do it to this day but my favorite part about it is you don't need you know a partner or a specific ball or courts to do it. I do it in my room, I do it when I'm waiting for the bus, and I do it sometimes when I'm brushing my teeth. So, it's, it's really good to infuse it into your life which is why I love yoga so much.",,,20.2
31MCUE39BKTKIJ9244S6C63G7EC3GS,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:28 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:28 PDT 2015,,,3XLBSAQ9Z5J4X33OMAOMYEQM5DYZ7R,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 19:07:22 PDT 2015,Thu Jun 11 19:40:54 PDT 2015,Sun Jun 14 19:40:54 PDT 2015,2015-06-15 02:41:43 UTC,,,2012,100% (25/25),100% (25/25),100% (25/25),01SdRjzUcmg,"Okay, so I am going to talk about my favorite class which is human computer interactions, and I am not saying that because my professor is conducting this experiment or maybe might see this, but I say this because its a track that I have chosen for my computer science degree. I was first exposed to human computer interaction when I began working in San Francisco, in a start up called a Appurify. Appurify, was the pioneer of mobile application testing. So, we had a farm of over a thousand individual phones, iPad's, umm you know android, windows, nexus, all of the different kinds of phones that are in the market today, and the application allows you to log in to our app and upload your application if you are a developer, and choose which phones you want to test and then it makes the settings appropriate for your testing. For example, you can say that the phone had low memory, it was in Shanghai, it was through Verizon, and it had two bars, and you can test if your application will be able to work on that phone. You can run several other applications over and over again, you can run hundreds at once. So, my job uhh at the company was working with a group of front end developers and back end engineers to test the usability of the website. Not anything to do with the phones, but when someone entered our platform, if they could figure out how again what they want, and upload without difficulty. So, I was basically re-enacting used case scenarios in my courses, and I ended up really learning about users and to design. I had to take on different personas, and act as though I was a user and try and manipulate the system, trying to do this, trying to break it in a sense to make sure that there were no loop holes, there were no errors. So, when I decided to come back to school, I decided to do computer science and studio art, and I think the studio art combination with computer science really allows me to enter a world of user interaction. Design it allows me to think in an aesthetically pleasing way while also incorporating the user's needs and then also the technical needs. So, that's why my favorite class at this time is human computer interactions, because its what I am really passionate about, its what I wanna do, I wanna be a UX designer, and right now I am also an intern for, I am a UX designer for a start up in New York, where they're working with umm developing a new education platform where its a mix between blackboard and Facebook in one place, and I'm working as a UX designer for that, and everything that I am doing correlates with what I am learning in human computer interactions. So, that's my favorite class because its just what I love to do.",,,20.3
3J6BHNX0U9ZWO9YVCEX0JCTFJCJKNR,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,36PW28KO403O5AAQXQMTNVRUIK8EAE,A1FGKIKJYSL1MI,Approved,Sat Jun 13 12:06:45 PDT 2015,Sat Jun 13 12:38:26 PDT 2015,Tue Jun 16 12:38:26 PDT 2015,Mon Jun 15 07:41:19 PDT 2015,,,1901,100% (13/13),100% (13/13),100% (12/12),gJ63ZCA_w10,"So, there's like different things I use to put on makeup, like there's like foundation, um concealer, bronzer, eye shadow and um all those kind of pretty stuff. And a lot of people don't know that there's like a certain way that you're supposed to put on each one. So I learned that there's different things that have to go on top of each other to make sure it looks like professionally done. And people who are uh actually into makeup will notice it and compliment you actually on it. And the one thing I really learned is like is first before you put on anything you're looking to put blusher on because it like evens everything out, and you have to wait five to ten minutes for it to be done. And then you let it s- sink in and of course cool down, and you put on face primer because primer's important. It just makes everything goes on easier and last longer. It makes your skin look um, it just evens out the tone for when you want to put it on. Pause afterwards, as well as just making sure everything goes on smoothly and doesn't really go on very um cakey or um un-solid. Um as they would probably say, because everything would come out like in bulgish patches. And um so, first you'll put on ?? lotion and let that set, then you'll put on face primer, and make sure that it goes with your skin tone and then you put on foundation. Um usually foundation comes in either like, it comes in either like solids, um which is like the powder, or like a whipped creme kind, and then there's a liquid foundation which is personally not my favorite because it's very cakey and makes your skin feel very tight. And then afterward if you p-, if you're going to put on eye makeup, you have to like put on eye primer for your eyes, especially because it's a different material, all different types of skin versus the rest of your face. But when you um look to put on your foundation, be sure you put it all the way down to where like your neck is, because if you're wearing a tee-shirt, you gotta make sure your face matches your neck. Or it's gonna look weird. And then you put, after you put your eye primer on, you have to make sure to let that set because you have to make sure that soaks in. And then you put on your eye shadow. And after you put on your eye shadow, you put on your eyeliner,um mascara is usually the last thing you put on your eyes. Um the best thing is usually put the black eyeliner on the bottom lid or white eyeliner um on the bottom lid because if it's dry it looks better. Or it makes your eyes look a bit bigger and black eyeliner makes your eyes look smaller. Um and also make sure that you just make sure that both sides are even, if one side is thicker than the other it doesn't really look nice at all. People will notice that, especially people who are not into fashion or anything. And then afterwards you would um focus on your cheekbones. And usually we would just put on blush for that. And a very simple thing, um first you just like to use a regular brush for um for your cheeks. And it would blend very well. And then afterwards, you're just going to put um lipstick on, and that's completely up to you how however you to want to design that. Some people put lip liner on, that's up to you. And then you use bronzer and then.",,,21.2
3JYPJ2TAYIFLB8IURIJV7O65BV3FPG,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3OF2M9AATHVSSIA854DV2JV8BWRZKO,A1FGKIKJYSL1MI,Approved,Thu Jun 11 16:45:28 PDT 2015,Thu Jun 11 17:12:44 PDT 2015,Sun Jun 14 17:12:44 PDT 2015,2015-06-15 00:16:44 UTC,,,1636,100% (13/13),100% (13/13),100% (12/12),2vsOX1gPkPI,"So this fall a lot of things are like changing, so you wear different clothes. So it's different we're in Rochester because Rochester kinda doesn't have the same seasons as they would in other places. So like typically, in the fall, New York City does a Fashion week and those would show like clothes you would wear this fall. Since in Rochester summer kinda like extends a little longer and kinda goes into a direct winter cuz the weather gets really cold, there's not really in-between for fall. So a lot of people don't really wear fall clothing here. But when you do, if you ever do go back into like one of those major cities, you're going to see people actually follow the fashion, um, the trend that they're supposed to. So like in the fall you're typically wearing a lot of plaid and lot of black. A lot of...mostly it's like black leggings for people, in like, red plaid, not like purple or the blue plaid that most people wear. It's like strictly like the ones that you wear as a path, like school spirit. But they may be a little more, um, like edgy for the season. And usually, we'll, in addition to that, they have like typical fall colors. So those are like orange, red, gold, yellow and brown. They mostly like match the colors of autumn leaves that you typically see. It's supposed to just like tie everything together in like a season feel. So a lot of people don't wear those colors here in Rochester because it still feels like, it's still like um winter-ish and still summerish.  So people tend to use the colors in between that. So people just don't choose to dress according to the, according to the weather. Which is usually okay, but usually like fashion-wise it's not appropriate to do it because even though during the fall you do wear the colors you're supposed to wear, supposed to like coordinate with like the weather.  And same thing in the winter, that's like the harder time for like the seasons where people don't really make a lot of sales. Because are more concerned about like going with the weather than going with what's going in the summer. It's much easier to do both together in all reality. Like people are really not aware that like wearing a simple petticoat actually goes not only with the weather but making sure you're warm.  It also goes along with wearing for the season cuz cuz petticoats are really like a big thing in the, in the fall. But here in Rochester they really don't wear those things. And so people usually just wear their revolting like Columbia coats. Those are the ones that you see in the fall, not only in the fall but the winter. But that's okay I guess um really no one really cares since we're all college students. Saturday they could put us with brown, wearing like sweatpants.",,,21.3
3ZRKL6Z1E8AO20UHUJT7KEBSZUASG8,3554GQY3BJ4NEJH1Y2W3HM8TVMASLI,!!!$6/HOUR!!! Transcribe 5 minute Audio Files,Transcribe a short audio clip,"transcribe, video, audio",$2.50,Thu Jun 11 11:03:29 PDT 2015,1,BatchId:1977305;,7200,259200,Thu Jun 18 11:03:29 PDT 2015,,,3RXPCZQMQQIQV0TH72JOCXJ3R0A1GB,A2J5DN5UMU0A3Z,Approved,Thu Jun 11 11:12:16 PDT 2015,Thu Jun 11 12:07:35 PDT 2015,Sun Jun 14 12:07:35 PDT 2015,2015-06-14 19:11:44 UTC,,,3319,100% (25/25),100% (25/25),100% (25/25),CpfoZUexoLA,"Though I really recently started the show, I am comfortable saying that this show is one of my favorite shows of all time. Arrow on The CW channel follows the life of Oliver Queen umm who at night dresses up as green arrow superhero in order to go and fight crime. Umm he in the first season follows a book that his dad left, when he, when they're both stranded up in the island, umm and he proceeds to talk to the people in the book, and make sure that they are not corrupting his city. Umm, but as the show goes on, he learns some secrets of his family, and the second season he takes everything in his own hands, and tries to make clean up the city for good. Uhh, this green arrow is actually umm a DC comics superhero, and he is, he is very very interesting, his advance story is very interesting, and umm this all started when he was stranded on an island where umm 5 years where his boat uhh got shipwrecked. Umm his dad killed himself in order to give him all the supplies that he needs in order to survive uhh for the amount of time that he will be there. Umm, and that's also when he gives him this book, and he suffers a lot on that island, he gets tortured, he has to hunt for himself, and umm and there is a lot of things going on. For example, he meets this one character Slade Wilson, umm who is good with him, they're both good friends, and they try and help each other out, but he actually gets injected with this serum  when he is dying, and it turns into this super human being, and then he can't control his rage, and so that's when they decide to break it off, and they can't be really together anymore, and that kinda hurts a little, and also Slade's and Oliver's love interest has to die, kind a part where its because of Oliver's fault and Slade is also angry, because of that, and so its very interesting cause it comes out of this island completely as he goes in as a 25 year old playboy who you know just cares about getting drug, and not doing anything with his life other than partying. He comes out as this responsible human being umm who's clearly been through a lot in his life, and umm he now vows to spend his time doing something better, umm and he also has two other character on the show who uhh one is kinda bodyguard. He was appointed as a bodyguard, but became his umm I guess Psychic or a partner in crime, and umm then there is also Felicity, who is his maths genius, and she every time something goes wrong, she is right there umm helping out with them, and its really interesting to see this umm trio fight crime, and kind of go through you know a more human experience of fighting crime you know because, Oliver's very well aware of what he's doing. He's just not going there to kill people for fun, he's doing that because its his duties. He promised his father that he had to do this, and so its interesting to see him cope with everything, cope with his father's loss, cope with his friends who dies umm later on in season on, and cope with everyone around him you know, getting jailed or drying. His mother dies, so you know its just its very humane to see a character go through all this and still be so willing to help out a city umm by fighting crime at night, and umm rest of the story crime is very interesting.",,,23.1
