HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Input.video_title,Input.stime,Input.etime,Input.actual_vid_duration,Input.feedback_scheme,Answer.Appeared_Engaging,Answer.Appropriate_Hand_Gesture,Answer.Browser_Name,Answer.Did_not_pause_too_often,Answer.Feedback_Scheme,Answer.Listen_Another,Answer.Maintained_Eye_Contact,Answer.No_Filler,Answer.Not_Contrived,Answer.Not_Distracted,Answer.Not_Stiff,Answer.Not_Stressed,Answer.Overall_Rating,Answer.Positive_Body_Language,Answer.Submit,Answer.Varied_Loudness,Answer.Varied_Pace,Answer.Video_Title,Answer.viewerDuration,Approve,Reject
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3EFVCAY5L4GIX233ETD6OKYQGYEJ8F,AQV468FB908WI,Approved,Thu Sep 18 20:02:36 GMT 2014,Thu Sep 18 20:05:55 GMT 2014,Sat Oct 18 13:05:55 PDT 2014,Thu Sep 18 21:52:50 PDT 2014,,,199,100% (51/51),100% (51/51),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,6,5,Chrome 37,7,Words,6,7,6,7,7,6,7,6,5,Submit Answers,7,6,,184.001999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3G5F9DBFOQ4KH84QYMLV4L2JE31HV1,ANMXMEB55AGM6,Approved,Wed Sep 17 23:51:12 GMT 2014,Wed Sep 17 23:54:23 GMT 2014,Fri Oct 17 16:54:23 PDT 2014,Thu Sep 18 21:53:04 PDT 2014,,,191,100% (39/39),100% (39/39),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,7,7,Chrome 37,7,Words,4,7,6,7,7,6,7,6,7,Submit Answers,6,4,,184.003999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3JCG6DTRV4X5PT7CVDEF7CVCO9UQQA,ARX0S1CIDJLOX,Submitted,Wed Sep 24 04:44:43 GMT 2014,Wed Sep 24 04:52:04 GMT 2014,Thu Oct 23 21:52:04 PDT 2014,,,,441,100% (169/169),100% (24/24),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,6,6,Chrome 37,7,Words,5,6,5,6,7,7,6,6,6,Submit Answers,6,5,,184.002727,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3M81GAB8A1QILN5NCVHPCN0D2YPQB8,A1QSV6T2K6P8NU,Approved,Thu Sep 18 02:37:37 GMT 2014,Thu Sep 18 02:41:40 GMT 2014,Fri Oct 17 19:41:40 PDT 2014,Thu Sep 18 21:52:54 PDT 2014,,,243,100% (3/3),100% (3/3),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,2,5,Chrome 37,6,Words,3,5,2,4,4,2,3,4,5,Submit Answers,5,5,,184.000999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3P529IW9KZSX771QPSVPERS47QBFL7,A2VE5IV9OD2SK1,Approved,Wed Sep 17 21:30:10 GMT 2014,Wed Sep 17 21:33:01 GMT 2014,Fri Oct 17 14:33:01 PDT 2014,Thu Sep 18 21:53:03 PDT 2014,,,171,100% (39/39),100% (36/36),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,6,6,Chrome 37,6,Words,5,7,5,6,6,4,6,6,5,Submit Answers,5,4,,184.003999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3VP0C6EFSH3LUWQ0OBT0KYUGEWI6MH,A2S96ZZ70YFPSK,Approved,Thu Sep 18 02:45:06 GMT 2014,Thu Sep 18 02:51:07 GMT 2014,Fri Oct 17 19:51:07 PDT 2014,Thu Sep 18 21:52:58 PDT 2014,,,361,100% (773/774),99% (83/84),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,6,6,Chrome 37,6,Words,5,5,6,6,6,5,6,6,5,Submit Answers,5,4,,184.932999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3W2LOLRXLCMJQROHVNJIGGT8LEEKR1,A323WW03VM8089,Approved,Wed Sep 17 20:44:34 GMT 2014,Wed Sep 17 20:47:45 GMT 2014,Fri Oct 17 13:47:45 PDT 2014,Thu Sep 18 21:52:54 PDT 2014,,,191,100% (215/215),100% (51/51),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,6,5,Chrome 37,5,Words,6,6,5,5,6,3,4,5,4,Submit Answers,6,6,,184.000999,,
38VTL6WC4AKNIPH6CT25Y384HU05YS,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3WSELTNVR49QUTSNNLBOMHRU4QRAT5,A1SRI5PDX6WB9B,Submitted,Fri Sep 19 09:17:09 GMT 2014,Fri Sep 19 09:20:53 GMT 2014,Sun Oct 19 02:20:53 PDT 2014,,,,224,100% (4/4),100% (4/4),0% (0/0),LjlrX7n6wPk,"""01.2""",20,184,164,Words,7,7,Firefox 32,7,Words,6,7,6,3,7,6,7,7,7,Submit Answers,7,7,,184,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,320DUZ38G8TXQH9LXRPUGXFO4GNJGP,A2S96ZZ70YFPSK,Approved,Thu Sep 18 01:35:30 GMT 2014,Thu Sep 18 01:40:37 GMT 2014,Fri Oct 17 18:40:37 PDT 2014,Thu Sep 18 21:53:02 PDT 2014,,,307,100% (773/774),99% (83/84),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,5,6,Chrome 37,6,None,6,6,5,6,6,5,6,6,5,Submit Answers,5,5,,190.000994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,33JKGHPFYD1T1HWSNSFHM9G29MKNML,A38QM2WVQ7O9MF,Approved,Wed Sep 17 20:42:51 GMT 2014,Wed Sep 17 20:46:01 GMT 2014,Fri Oct 17 13:46:01 PDT 2014,Thu Sep 18 21:52:57 PDT 2014,,,190,100% (51/51),100% (51/51),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,6,6,Chrome 37,6,None,6,6,6,6,6,6,6,6,6,Submit Answers,6,6,,190.002158,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3DL65MZB8EMCYP7OH4IKTQHH1HLECD,AQV468FB908WI,Approved,Thu Sep 18 16:09:48 GMT 2014,Thu Sep 18 16:14:17 GMT 2014,Sat Oct 18 09:14:17 PDT 2014,Thu Sep 18 21:53:00 PDT 2014,,,269,100% (51/51),100% (51/51),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,6,5,Chrome 37,6,None,6,7,6,7,7,5,7,6,7,Submit Answers,6,7,,190.001994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3DY4FPOOA2VX62ITURXPIP4P1H0RVJ,A34M93NJC830DP,Submitted,Sat Sep 20 16:29:28 GMT 2014,Sat Sep 20 16:33:40 GMT 2014,Mon Oct 20 09:33:40 PDT 2014,,,,252,100% (140/140),0% (0/0),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,6,6,Firefox 32,6,None,5,6,5,5,6,6,5,6,6,Submit Answers,6,6,,190,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3EG49X351VJWO8P42IV9VFAEL0U6XT,A1S88VQY8G8CNC,Approved,Thu Sep 18 00:00:57 GMT 2014,Thu Sep 18 00:04:58 GMT 2014,Fri Oct 17 17:04:58 PDT 2014,Thu Sep 18 21:52:46 PDT 2014,,,241,94% (48/51),94% (48/51),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,7,7,Chrome 37,7,None,7,7,7,7,7,7,7,7,7,Submit Answers,7,7,,190.011994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3G5W44VEU8PS11F3FCP6HCF1J6YKG2,ANMXMEB55AGM6,Approved,Thu Sep 18 21:29:32 GMT 2014,Thu Sep 18 21:35:15 GMT 2014,Sat Oct 18 14:35:15 PDT 2014,Thu Sep 18 21:53:01 PDT 2014,,,343,100% (39/39),100% (39/39),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,7,7,Chrome 37,7,None,4,7,7,7,7,6,7,7,6,Submit Answers,6,6,,190.004994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3NKQQ8O39ZC3SDAO70S0HEL28FGDU2,ARX0S1CIDJLOX,Submitted,Wed Sep 24 05:53:01 GMT 2014,Wed Sep 24 06:00:29 GMT 2014,Thu Oct 23 23:00:29 PDT 2014,,,,448,100% (169/169),100% (24/24),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,6,7,Chrome 37,7,None,7,7,5,7,7,6,6,7,6,Submit Answers,7,6,,190.003506,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3QILPRALQ62EGSUOTR5YHRF7PHUN8W,A323WW03VM8089,Approved,Wed Sep 17 20:20:52 GMT 2014,Wed Sep 17 20:24:12 GMT 2014,Fri Oct 17 13:24:12 PDT 2014,Thu Sep 18 21:52:49 PDT 2014,,,200,100% (215/215),100% (51/51),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,6,5,Chrome 37,5,None,6,6,5,5,5,5,5,6,4,Submit Answers,6,6,,190.002994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3QIYRE09Y4OW5SA3U6WJ2HSZBAK1NK,A2VE5IV9OD2SK1,Approved,Wed Sep 17 19:11:00 GMT 2014,Wed Sep 17 19:14:42 GMT 2014,Fri Oct 17 12:14:42 PDT 2014,Thu Sep 18 21:52:54 PDT 2014,,,222,100% (39/39),100% (36/36),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,5,4,Chrome 37,7,None,3,6,6,5,5,3,3,5,3,Submit Answers,4,3,,190.422994,,
372AGES0I4CNN7PU44T6IQ6R76UXRR,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,3V0Z7YWSIZ7G2I18F1IOHHWHPNS2VJ,A1SRI5PDX6WB9B,Submitted,Fri Sep 19 12:56:00 GMT 2014,Fri Sep 19 13:00:26 GMT 2014,Sun Oct 19 06:00:26 PDT 2014,,,,266,100% (4/4),100% (4/4),0% (0/0),6CZmlrL9PxQ,"""01.3""",9,190,181,None,7,7,Firefox 32,6,None,6,7,6,6,7,7,7,7,7,Submit Answers,7,7,,190,,
3QGTX7BCHP9NNFRB8F4OCAH6NO45ZJ,3ZG2X3MZS23OT0VDJQSC459M39Y392,Rate Public Speakers - Final Round,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.45 ,Wed Sep 17 17:42:59 GMT 2014,10,BatchId:1673316;,1800,2592000,Wed Oct 01 17:42:59 GMT 2014,,,320DUZ38G8TXQH9LXRPUGXFO4I8GJB,ANMXMEB55AGM6,Approved,Thu Sep 18 23:43:55 GMT 2014,Thu Sep 18 23:53:55 GMT 2014,Sat Oct 18 16:53:55 PDT 2014,Thu Sep 18 22:11:55 PDT 2014,,,600,100% (39/39),100% (39/39),0% (0/0),gCFNrpwRxR8,"""02.1""",10,170,160,Bars,3,4,Chrome 37,3,Bars,1,2,3,6,5,3,6,4,4,Submit Answers,5,3,,170.000988,,
