HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.vidID,Input.video_title,Input.stime,Input.etime,Input.actual_vid_duration,Input.feedback_scheme,Answer.Appeared_Engaging,Answer.Appropriate_Hand_Gesture,Answer.Browser_Name,Answer.Did_not_pause_too_often,Answer.Feedback_Scheme,Answer.Listen_Another,Answer.Maintained_Eye_Contact,Answer.No_Filler,Answer.Not_Contrived,Answer.Not_Distracted,Answer.Not_Stiff,Answer.Not_Stressed,Answer.Overall_Rating,Answer.Overall_Rating,Answer.Submit,Answer.Varied_Loudness,Answer.Varied_Pace,Answer.Video_Title,Answer.viewerDuration,Approve,Reject
3N7PQ0KLI5P6351AZ8Y2NDI7FMR3EQ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,3K772S5NP8BNKX634VS6FRE0FG5HE7,A2WGW5Y3ZFBDEC,Submitted,Mon Oct 13 21:50:30 GMT 2014,Mon Oct 13 22:16:14 GMT 2014,Wed Nov 12 14:16:14 PST 2014,,,,1544,100% (54/54),100% (2/2),0% (0/0),zzXjamaDBKg,"""33.2""",16,187,171,Bars,1,3,Chrome 37,7,Bars,1,3,5,3,4,1,3,1,3,Submit Answers,1,1,,187.004997,x,
3D4BBDG7ZHWR67HW3HS7XPI4UAE3CX,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,15,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3Z9WI9EOZZOQ6XYD0H39DMR5ZD4HKU,AQV468FB908WI,Rejected,Mon Oct 13 22:18:18 GMT 2014,Mon Oct 13 22:43:38 GMT 2014,Wed Nov 12 14:43:38 PST 2014,,Mon Oct 13 20:12:34 PDT 2014,Only_a_few_HIT_Count,1520,0% (0/2),0% (0/2),0% (0/2),uW5y0LzXG-w,"""19.2""",8,195,187,Words,6,6,Chrome 37,7,Words,5,6,6,7,5,6,7,6,6,Submit Answers,6,5,,195.004979,x,
3WGZLY9VCHMNCWTGFUIE8C8XVWID8Z,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,11,BatchId:1698886;,1800,2592000,Tue Oct 28 02:07:41 GMT 2014,,,3NLZY2D53PPE3WFY472410WLF04LQW,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 22:05:25 GMT 2014,Mon Oct 13 22:30:42 GMT 2014,Wed Nov 12 14:30:42 PST 2014,,Mon Oct 13 19:07:40 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1517,0% (0/48),0% (0/48),0% (0/48),V2_2mqivnII,"""27.3""",11,195,184,None,5,5,Firefox 32,5,None,5,5,5,5,5,5,6,5,5,Submit Answers,4,5,,33.852,x,
372AGES0I457S7DT53PQT06U16HRXQ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,3GNCZX450INC71NF73YPSHQ0GSLAPE,ADLYO655RWJUI,Rejected,Mon Oct 13 22:19:23 GMT 2014,Mon Oct 13 22:44:38 GMT 2014,Wed Nov 12 14:44:38 PST 2014,,Mon Oct 13 19:07:43 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1515,5% (1/19),0% (0/18),0% (0/18),7GLAPOjK7hg,"""33.3""",10,170,160,None,4,4,Chrome 37,4,None,1,3,4,4,4,3,4,2,4,Submit Answers,4,3,,67.221988,x,
36FQTHX3Z3R8W2PQPHWCM5CMCPE3BQ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:30 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,3KKG4CDWKIYCDPRRHDS1TO4LJE4944,A2WGW5Y3ZFBDEC,Submitted,Mon Oct 13 21:54:35 GMT 2014,Mon Oct 13 22:19:32 GMT 2014,Wed Nov 12 14:19:32 PST 2014,,,,1497,100% (54/54),100% (2/2),0% (0/0),Yp_uS09iWdM,"""18.2""",10,173,163,Words,6,7,Chrome 37,7,Words,5,6,7,4,6,4,3,5,4,Submit Answers,5,3,,173.003989,x,
3HKIF5DF6YXQ2LMHMCP0ET65SUGG91,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:35 GMT 2014,,,3MH9DQ757WCQ9X8EAPPTY9O2M4LUG1,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 21:39:33 GMT 2014,Mon Oct 13 22:04:20 GMT 2014,Wed Nov 12 14:04:20 PST 2014,,Mon Oct 13 19:07:42 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1487,0% (0/48),0% (0/48),0% (0/48),anwwsX_3WKo,"""26.3""",10,196,186,Words,6,6,Firefox 32,6,Words,5,6,7,6,5,6,6,6,7,Submit Answers,6,7,,36.52,x,
3OKP4QVBP2X474WMEI30AOHPYCYGAG,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:31 GMT 2014,,,3DH6GAKTYYP7HNNOAIA7M1ALTIWZYZ,ABOEYY9Y0PFRI,Submitted,Mon Oct 13 22:35:22 GMT 2014,Mon Oct 13 23:00:08 GMT 2014,Wed Nov 12 15:00:08 PST 2014,,,,1486,0% (0/0),0% (0/0),0% (0/0),yiAKUaGrtiY,"""32.3""",12,167,155,Words,6,6,Chrome 37,6,Words,4,6,6,7,7,6,7,7,6,Submit Answers,6,6,,167.004856,x,
3YZ7A3YHR5TAR3TWEM60RRK6U9R5SJ,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3IAS3U3I0FGLY4R1BJN9RF2DN1Z2B1,A2WGW5Y3ZFBDEC,Submitted,Tue Oct 14 03:54:43 GMT 2014,Tue Oct 14 04:19:25 GMT 2014,Wed Nov 12 20:19:25 PST 2014,,,,1482,100% (54/54),100% (2/2),0% (0/0),KEqT9qyy4d8,"""29.1""",10,179,169,None,6,5,Chrome 37,5,None,6,5,6,4,6,4,4,5,6,Submit Answers,6,6,,179.007988,x,
30ZKOOGW2W673P6JWZIX31DJWNG1A2,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:30 GMT 2014,,,3O7L7BFSHEPNGSHNADARF3FFFTMEIZ,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 22:05:21 GMT 2014,Mon Oct 13 22:30:01 GMT 2014,Wed Nov 12 14:30:01 PST 2014,,Mon Oct 13 19:07:42 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1480,0% (0/48),0% (0/48),0% (0/48),SJoPiaWknkM,"""29.2""",7,136,129,Bars,4,5,Firefox 32,5,Bars,3,5,5,5,5,5,4,4,5,Submit Answers,3,4,,33.215,x,
3MJ28H2Y1E8VTB1375PR7MA5XKOO55,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:33 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:31 GMT 2014,,,3DI28L7YXAECGMLP26PLN4YTYR7E13,A15Q55LMYW7M1H,Submitted,Mon Oct 13 21:33:03 GMT 2014,Mon Oct 13 21:57:41 GMT 2014,Wed Nov 12 13:57:41 PST 2014,,,,1478,0% (0/0),0% (0/0),0% (0/0),49gRyVX_DZo,"""33.1""",10,180,170,Words,2,3,Chrome 37,5,Words,1,2,5,2,5,1,2,2,3,Submit Answers,2,2,,116.125382,x,
37AQKJ12TXODR5H14ITO4CM6CVRTTN,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:34 GMT 2014,,,3TEM0PF1Q5X7HRM7ASA13HXYTN60DZ,ADLYO655RWJUI,Rejected,Mon Oct 13 22:19:15 GMT 2014,Mon Oct 13 22:43:30 GMT 2014,Wed Nov 12 14:43:30 PST 2014,,Mon Oct 13 19:07:44 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1455,5% (1/19),0% (0/18),0% (0/18),FAalb7eU5Ck,"""27.2""",10,189,179,Bars,6,5,Chrome 37,4,Bars,4,6,5,6,6,4,4,5,5,Submit Answers,5,5,,60.967989,x,
30ZKOOGW2W673P6JWZIX31DJWNG1A2,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:32 GMT 2014,14,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:30 GMT 2014,,,3MHW492WW0DQEMT0QIXT70AIWXDMVX,A2WGW5Y3ZFBDEC,Submitted,Mon Oct 13 22:38:39 GMT 2014,Mon Oct 13 23:02:50 GMT 2014,Wed Nov 12 15:02:50 PST 2014,,,,1451,100% (54/54),100% (2/2),0% (0/0),SJoPiaWknkM,"""29.2""",7,136,129,Bars,7,7,Chrome 37,7,Bars,5,7,7,3,7,5,7,6,6,Submit Answers,6,6,,136.421816,x,
3UUSLRKAUL3JCIOX5PQ8UCC2KCCD7C,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:32 GMT 2014,,,3IXQG4FA2TYWYOC0WS2O12ART6JB9A,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 21:39:28 GMT 2014,Mon Oct 13 22:03:36 GMT 2014,Wed Nov 12 14:03:36 PST 2014,,Mon Oct 13 19:07:39 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1448,0% (0/48),0% (0/48),0% (0/48),NrN73jTuDY4,"""23.3""",9,195,186,Words,6,6,Firefox 32,7,Words,5,6,5,7,6,6,6,6,6,Submit Answers,7,6,,29.526,x,
3BS6ERDL93708IASMFLGOYC6P1SD6D,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,13,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:36 GMT 2014,,,35GMH2SV3EHXCESQ88NWZ0B1R2LOE4,A2X0QHIU6YXSUS,Rejected,Mon Oct 13 22:05:17 GMT 2014,Mon Oct 13 22:29:24 GMT 2014,Wed Nov 12 14:29:24 PST 2014,,Mon Oct 13 19:07:41 PDT 2014,Video_Watch_Duration_Test_Failed: You did not watch the whole video as requested in the HIT,1447,0% (0/48),0% (0/48),0% (0/48),yeyFGa0L0Zw,"""23.2""",7,201,194,Bars,7,6,Firefox 32,7,Bars,5,6,7,6,7,7,6,6,6,Submit Answers,6,6,,26.867,x,
39RRBHZ0AU1OQ9UPF5ILRIB8UCTVZL,30MUBYSPBN3WZDNIE1FMDWVHA8YKS0,!!!!! (8+$/Hour) Rate Public Speakers !!!!!!,Watch videos of public speaking and rate the speakers' performances,talk; public speaking; video; labeling; tagging; rating,$0.55 ,Mon Oct 13 21:25:31 GMT 2014,12,BatchId:1698886;,1800,2592000,Tue Oct 28 03:12:33 GMT 2014,,,3TYCR1GOTCJNHOGPR3LHST8PK3UZL9,ABOEYY9Y0PFRI,Submitted,Mon Oct 13 22:45:40 GMT 2014,Mon Oct 13 23:09:34 GMT 2014,Wed Nov 12 15:09:34 PST 2014,,,,1434,0% (0/0),0% (0/0),0% (0/0),ZNmXj2RmGJM,"""20.3""",9,183,174,Words,6,6,Chrome 37,6,Words,4,6,6,7,6,6,6,6,5,Submit Answers,6,5,,183.001681,x,
